,Unnamed: 0,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discover_method,planet_orbital_inclination,planet_density,right_ascension,ra,declination,host_temperature,host_mass,host_radius
2542,2542,Kepler-239 c,2153.0,6.85 Earths,15.233,2014,Neptune-like,0.224 x Jupiter,0.268 AU,56.2 days,0.0,Kepler-238,Transit,,,19h11m35.31s,287.897113,+40d38m16.1s,5751.0,,1.43
2543,2543,Kepler-23 b,2793.0,0.8 Jupiters,13.401,2011,Neptune-like,1.9 x Earth,0.075 AU,7.1 days,0.06,Kepler-238,Transit,,,19h11m35.31s,287.897113,+40d38m16.1s,5751.0,,1.43
2544,2544,Kepler-23 c,2793.0,2.7 Jupiters,13.401,2011,Neptune-like,0.285 x Jupiter,0.099 AU,10.7 days,0.02,Kepler-239,Transit,,,19h36m48.51s,294.202137,+40d39m48.3s,4914.0,,0.76
2545,2545,Kepler-23 d,2793.0,17.6 Earths,13.401,2014,Super Earth,2.2 x Earth,0.124 AU,15.3 days,0.08,Kepler-239,Transit,,,19h36m48.51s,294.202137,+40d39m48.3s,4914.0,,0.76
2546,2546,Kepler-240 b,2488.0,2.45 Earths,15.662,2014,Super Earth,1.37 x Earth,0.048 AU,4.1 days,0.0,Kepler-24,Transit,,,19h21m39.18s,290.413267,+38d20m37.5s,5897.0,,1.29
2547,2547,Kepler-240 c,2488.0,0.322 Jupiters,15.662,2014,Super Earth,2.2 x Earth,0.074 AU,8 days,0.0,Kepler-24,Transit,,,19h21m39.18s,290.413267,+38d20m37.5s,5897.0,,1.29
2548,2548,Kepler-241 b,1989.0,6.04 Earths,15.387,2014,Neptune-like,0.208 x Jupiter,0.094 AU,12.7 days,0.0,Kepler-24,Transit,,,19h21m39.18s,290.413267,+38d20m37.5s,5897.0,,1.29
2549,2549,Kepler-241 c,1989.0,7.13 Earths,15.387,2014,Neptune-like,0.229 x Jupiter,0.189 AU,36.1 days,0.0,Kepler-24,Transit,,,19h21m39.18s,290.413267,+38d20m37.5s,5897.0,,1.29
2550,2550,Kepler-242 b,1992.0,7.32 Earths,15.349,2014,Neptune-like,0.233 x Jupiter,0.075 AU,8.2 days,0.0,Kepler-240,Transit,,,19h24m38.11s,291.158774,+40d45m00.9s,4985.0,,0.74
2551,2551,Kepler-242 c,1992.0,4.66 Earths,15.349,2014,Super Earth,2.0 x Earth,0.109 AU,14.5 days,0.0,Kepler-240,Transit,,,19h24m38.11s,291.158774,+40d45m00.9s,4985.0,,0.74
2552,2552,Kepler-243 b,2309.0,6.57 Earths,15.057,2014,Neptune-like,0.219 x Jupiter,0.062 AU,5.7 days,0.0,Kepler-241,Transit,,,19h31m39.15s,292.913118,+41d03m39.3s,4699.0,,0.67
2553,2553,Kepler-243 c,2309.0,4.62 Earths,15.057,2014,Super Earth,1.99 x Earth,0.142 AU,20 days,0.0,Kepler-241,Transit,,,19h31m39.15s,292.913118,+41d03m39.3s,4699.0,,0.67
2554,2554,Kepler-244 b,3483.0,8.05 Earths,15.545,2014,Neptune-like,0.246 x Jupiter,0.05 AU,4.3 days,0.0,Kepler-242,Transit,,,19h06m15.77s,286.565695,+41d48m30.3s,5020.0,,0.85
2555,2555,Kepler-244 c,3483.0,4.86 Earths,15.545,2014,Super Earth,2.05 x Earth,0.087 AU,9.8 days,0.0,Kepler-242,Transit,,,19h06m15.77s,286.565695,+41d48m30.3s,5020.0,,0.85
2556,2556,Kepler-244 d,3483.0,15.2 Earths,15.545,2014,Super Earth,0.206 x Jupiter,0.14 AU,20.1 days,0.0,Kepler-243,Transit,,,19h00m26.51s,285.11047,+42d02m02.2s,5228.0,,0.84
2557,2557,Kepler-245 b,2879.0,7.13 Earths,15.597,2014,Neptune-like,0.229 x Jupiter,0.071 AU,7.5 days,0.0,Kepler-243,Transit,,,19h00m26.51s,285.11047,+42d02m02.2s,5228.0,,0.84
2558,2558,Kepler-245 c,2879.0,0.71 Jupiters,15.597,2014,Super Earth,2.18 x Earth,0.124 AU,17.5 days,0.0,Kepler-244,Transit,,,19h08m58.24s,287.24268,+42d18m04.9s,5554.0,,0.8
2559,2559,Kepler-245 d,2879.0,21.6 Earths,15.597,2014,Neptune-like,0.27 x Jupiter,0.202 AU,36.3 days,0.0,Kepler-244,Transit,,,19h08m58.24s,287.24268,+42d18m04.9s,5554.0,,0.8
2560,2560,Kepler-245 e,2879.0,3.71 Earths,15.597,2016,Super Earth,1.75 x Earth,Unknown,3.2 days,0.0,Kepler-244,Transit,,,19h08m58.24s,287.24268,+42d18m04.9s,5554.0,,0.8
2561,2561,Kepler-246 b,2079.0,6.08 Earths,15.042,2014,Neptune-like,0.209 x Jupiter,0.052 AU,4.6 days,0.0,Kepler-245,Transit,,,19h26m33.35s,291.638965,+42d26m10.7s,5100.0,,0.8
2562,2562,Kepler-246 c,2079.0,2.86 Earths,15.042,2014,Super Earth,1.5 x Earth,0.095 AU,11.2 days,0.0,Kepler-245,Transit,,,19h26m33.35s,291.638965,+42d26m10.7s,5100.0,,0.8
2563,2563,Kepler-247 b,2206.0,3.33 Earths,15.047,2014,Super Earth,1.64 x Earth,0.042 AU,3.3 days,0.0,Kepler-245,Transit,,,19h26m33.35s,291.638965,+42d26m10.7s,5100.0,,0.8
2564,2564,Kepler-247 c,2206.0,15.7 Earths,15.047,2014,Neptune-like,0.365 x Jupiter,0.084 AU,9.4 days,0.0,Kepler-245,Transit,,,19h26m33.35s,291.638965,+42d26m10.7s,5100.0,,0.8
2565,2565,Kepler-247 d,2206.0,14.7 Earths,15.047,2014,Neptune-like,0.352 x Jupiter,0.14 AU,20.5 days,0.0,Kepler-246,Transit,,,19h45m56.02s,296.483427,+42d39m48.3s,5206.0,,0.83
2566,2566,Kepler-248 b,2462.0,9.38 Earths,15.233,2014,Neptune-like,0.269 x Jupiter,0.066 AU,6.3 days,0.0,Kepler-246,Transit,,,19h45m56.02s,296.483427,+42d39m48.3s,5206.0,,0.83
2567,2567,Kepler-248 c,2462.0,15.6 Earths,15.233,2014,Neptune-like,0.363 x Jupiter,0.123 AU,16.2 days,0.0,Kepler-247,Transit,,,19h14m34.21s,288.642531,+43d02m21.4s,5100.0,,0.77
2568,2568,Kepler-249 b,624.0,1.32 Earths,15.23,2014,Super Earth,1.09 x Earth,0.035 AU,3.3 days,0.0,Kepler-247,Transit,,,19h14m34.21s,288.642531,+43d02m21.4s,5100.0,,0.77
2569,2569,Kepler-249 c,624.0,2.89 Earths,15.23,2014,Super Earth,1.51 x Earth,0.058 AU,7.1 days,0.0,Kepler-247,Transit,,,19h14m34.21s,288.642531,+43d02m21.4s,5100.0,,0.77
2570,2570,Kepler-249 d,624.0,3.09 Earths,15.23,2014,Super Earth,1.57 x Earth,0.097 AU,15.4 days,0.0,Kepler-248,Transit,,,19h32m14.73s,293.061384,+43d34m52.9s,5190.0,,0.83
2571,2571,Kepler-24 b,3901.0,1.6 Jupiters,14.923,2011,Neptune-like,0.214 x Jupiter,0.08 AU,8.1 days,0.0,Kepler-248,Transit,,,19h32m14.73s,293.061384,+43d34m52.9s,5190.0,,0.83
2572,2572,Kepler-24 c,3901.0,1.6 Jupiters,14.923,2011,Neptune-like,0.25 x Jupiter,0.106 AU,12.3 days,0.0,Kepler-249,Transit,,,19h47m56.42s,296.985068,+43d39m30.7s,3568.0,,0.48
2573,2573,Kepler-24 d,3901.0,3.43 Earths,14.923,2014,Super Earth,1.67 x Earth,0.051 AU,4.2 days,0.0,Kepler-249,Transit,,,19h47m56.42s,296.985068,+43d39m30.7s,3568.0,,0.48
2574,2574,Kepler-24 e,3901.0,8.15 Earths,14.923,2014,Neptune-like,0.248 x Jupiter,0.138 AU,19 days,0.0,Kepler-249,Transit,,,19h47m56.42s,296.985068,+43d39m30.7s,3568.0,,0.48
2575,2575,Kepler-250 b,2536.0,1.51 Earths,15.414,2014,Super Earth,1.13 x Earth,0.048 AU,4.1 days,0.0,Kepler-25,Transit,92.827,2.32,19h06m33.21s,286.638393,+39d29m16.4s,6270.0,1.19,1.31
2576,2576,Kepler-250 c,2536.0,5.82 Earths,15.414,2014,Neptune-like,0.203 x Jupiter,0.069 AU,7.2 days,0.0,Kepler-25,Transit,92.764,0.588,19h06m33.21s,286.638393,+39d29m16.4s,6270.0,1.19,1.31
2577,2577,Kepler-250 d,2536.0,5.39 Earths,15.414,2014,Neptune-like,2.18 x Earth,0.127 AU,17.6 days,0.0,Kepler-25,Radial Velocity,,,19h06m33.21s,286.638393,+39d29m16.4s,6270.0,1.19,1.31
2578,2578,Kepler-251 b,3096.0,2.33 Earths,15.216,2014,Super Earth,1.33 x Earth,0.053 AU,4.8 days,0.0,Kepler-250,Transit,,,19h18m22.74s,289.594765,+44d08m31.0s,5160.0,,0.81
2579,2579,Kepler-251 c,3096.0,8.1 Earths,15.216,2014,Neptune-like,0.247 x Jupiter,0.122 AU,16.5 days,0.0,Kepler-250,Transit,,,19h18m22.74s,289.594765,+44d08m31.0s,5160.0,,0.81
2580,2580,Kepler-251 d,3096.0,8.1 Earths,15.216,2014,Neptune-like,0.247 x Jupiter,0.182 AU,30.1 days,0.0,Kepler-250,Transit,,,19h18m22.74s,289.594765,+44d08m31.0s,5160.0,,0.81
2581,2581,Kepler-251 e,3096.0,8.1 Earths,15.216,2014,Neptune-like,0.247 x Jupiter,0.404 AU,99.6 days,0.0,Kepler-251,Transit,,,19h46m15.90s,296.566237,+44d06m21.1s,5526.0,,0.89
2582,2582,Kepler-252 b,1251.0,2.04 Earths,15.029,2014,Super Earth,1.23 x Earth,0.058 AU,6.7 days,0.0,Kepler-251,Transit,,,19h46m15.90s,296.566237,+44d06m21.1s,5526.0,,0.89
2583,2583,Kepler-252 c,1251.0,5.27 Earths,15.029,2014,Neptune-like,2.15 x Earth,0.08 AU,10.8 days,0.0,Kepler-251,Transit,,,19h46m15.90s,296.566237,+44d06m21.1s,5526.0,,0.89
2584,2584,Kepler-253 b,2802.0,3.29 Earths,15.512,2014,Super Earth,1.63 x Earth,0.046 AU,3.8 days,0.0,Kepler-251,Transit,,,19h46m15.90s,296.566237,+44d06m21.1s,5526.0,,0.89
2585,2585,Kepler-253 c,2802.0,7.51 Earths,15.512,2014,Neptune-like,0.236 x Jupiter,0.089 AU,10.3 days,0.0,Kepler-252,Transit,,,19h42m19.04s,295.579345,+44d32m45.5s,4208.0,,0.55
2586,2586,Kepler-253 d,2802.0,10.2 Earths,15.512,2014,Neptune-like,0.283 x Jupiter,0.13 AU,18.1 days,0.0,Kepler-252,Transit,,,19h42m19.04s,295.579345,+44d32m45.5s,4208.0,,0.55
2587,2587,Kepler-254 b,4718.0,14.3 Earths,15.838,2014,Neptune-like,0.345 x Jupiter,0.064 AU,5.8 days,0.0,Kepler-253,Transit,,,19h27m22.08s,291.841992,+44d51m29.1s,5208.0,,0.79
2588,2588,Kepler-254 c,4718.0,3.2 Earths,15.838,2014,Neptune-like,2.15 x Earth,0.105 AU,12.4 days,0.0,Kepler-253,Transit,,,19h27m22.08s,291.841992,+44d51m29.1s,5208.0,,0.79
2589,2589,Kepler-254 d,4718.0,6.8 Earths,15.838,2014,Neptune-like,0.223 x Jupiter,0.139 AU,18.7 days,0.0,Kepler-253,Transit,,,19h27m22.08s,291.841992,+44d51m29.1s,5208.0,,0.79
2590,2590,Kepler-255 b,3538.0,3.02 Earths,15.528,2014,Super Earth,1.55 x Earth,0.063 AU,5.7 days,0.0,Kepler-254,Transit,,,19h12m39.53s,288.164701,+45d48m59.4s,5957.0,,0.91
2591,2591,Kepler-255 c,3538.0,9.22 Earths,15.528,2014,Neptune-like,0.267 x Jupiter,0.092 AU,9.9 days,0.0,Kepler-254,Transit,,,19h12m39.53s,288.164701,+45d48m59.4s,5957.0,,0.91
2592,2592,Kepler-255 d,3538.0,2.3 Earths,15.528,2016,Super Earth,1.32 x Earth,Unknown,1 days,0.0,Kepler-254,Transit,,,19h12m39.53s,288.164701,+45d48m59.4s,5957.0,,0.91
2593,2593,Kepler-256 b,3449.0,3.15 Earths,15.015,2014,Super Earth,1.59 x Earth,0.027 AU,1.6 days,0.0,Kepler-255,Transit,,,19h44m15.42s,296.064233,+45d58m36.6s,5573.0,,0.93
2594,2594,Kepler-256 c,3449.0,5.27 Earths,15.015,2014,Neptune-like,2.15 x Earth,0.045 AU,3.4 days,0.0,Kepler-255,Transit,,,19h44m15.42s,296.064233,+45d58m36.6s,5573.0,,0.93
2595,2595,Kepler-256 d,3449.0,6.71 Earths,15.015,2014,Neptune-like,0.221 x Jupiter,0.064 AU,5.8 days,0.0,Kepler-255,Transit,,,19h44m15.42s,296.064233,+45d58m36.6s,5573.0,,0.93
2596,2596,Kepler-256 e,3449.0,6.12 Earths,15.015,2014,Neptune-like,0.21 x Jupiter,0.096 AU,10.7 days,0.0,Kepler-256,Transit,,,19h30m19.31s,292.580445,+46d05m50.6s,5551.0,,1.3
2597,2597,Kepler-257 b,2602.0,7.32 Earths,15.422,2014,Neptune-like,0.233 x Jupiter,0.034 AU,2.4 days,0.0,Kepler-256,Transit,,,19h30m19.31s,292.580445,+46d05m50.6s,5551.0,,1.3
2598,2598,Kepler-257 c,2602.0,25.2 Earths,15.422,2014,Neptune-like,0.483 x Jupiter,0.066 AU,6.6 days,0.0,Kepler-256,Transit,,,19h30m19.31s,292.580445,+46d05m50.6s,5551.0,,1.3
2599,2599,Kepler-257 d,2602.0,21.7 Earths,15.422,2014,Neptune-like,0.442 x Jupiter,0.16 AU,24.7 days,0.0,Kepler-256,Transit,,,19h30m19.31s,292.580445,+46d05m50.6s,5551.0,,1.3
2600,2600,Kepler-258 b,1910.0,15.5 Earths,15.201,2014,Neptune-like,0.362 x Jupiter,0.103 AU,13.2 days,0.0,Kepler-257,Transit,,,19h49m15.84s,297.315994,+46d01m23.8s,5180.0,,1.04
2601,2601,Kepler-258 c,1910.0,12.7 Earths,15.201,2014,Neptune-like,0.322 x Jupiter,0.193 AU,33.7 days,0.0,Kepler-257,Transit,,,19h49m15.84s,297.315994,+46d01m23.8s,5180.0,,1.04
2602,2602,Kepler-259 b,3365.0,8.25 Earths,15.169,2014,Neptune-like,0.25 x Jupiter,0.079 AU,8.1 days,0.0,Kepler-257,Transit,,,19h49m15.84s,297.315994,+46d01m23.8s,5180.0,,1.04
2603,2603,Kepler-259 c,3365.0,7.75 Earths,15.169,2014,Neptune-like,0.241 x Jupiter,0.217 AU,36.9 days,0.0,Kepler-258,Transit,,,19h36m16.44s,294.06849,+46d34m45.6s,4942.0,,0.92
2604,2604,Kepler-25 b,799.0,8.7 Earths,10.632,2011,Neptune-like,0.245 x Jupiter,0.068 AU,6.2 days,0.0,Kepler-258,Transit,,,19h36m16.44s,294.06849,+46d34m45.6s,4942.0,,0.92
2605,2605,Kepler-25 c,799.0,15.2 Earths,10.632,2011,Neptune-like,0.465 x Jupiter,0.11 AU,12.7 days,0.01,Kepler-259,Transit,,,19h12m50.86s,288.211929,+46d36m54.0s,5938.0,,0.9
2606,2606,Kepler-25 d,799.0,0.226 Jupiters,10.632,2014,Gas Giant,0.894 x Jupiter,Unknown,122.4 days,0.13,Kepler-259,Transit,,,19h12m50.86s,288.211929,+46d36m54.0s,5938.0,,0.9
2607,2607,Kepler-260 b,2084.0,4.7 Earths,14.118,2014,Super Earth,2.01 x Earth,0.075 AU,8.2 days,0.0,Kepler-26,Transit,,1.26,18h59m45.84s,284.940997,+46d33m59.5s,3914.0,0.54,0.51
2608,2608,Kepler-260 c,2084.0,3.68 Earths,14.118,2014,Super Earth,1.74 x Earth,0.332 AU,76.1 days,0.0,Kepler-26,Transit,,1.61,18h59m45.84s,284.940997,+46d33m59.5s,3914.0,0.54,0.51
2609,2609,Kepler-261 b,1045.0,5.39 Earths,13.529,2014,Neptune-like,2.18 x Earth,0.088 AU,10.4 days,0.0,Kepler-26,Transit,,,18h59m45.84s,284.940997,+46d33m59.5s,3914.0,0.54,0.51
2610,2610,Kepler-261 c,1045.0,4.66 Earths,13.529,2014,Super Earth,2.0 x Earth,0.156 AU,24.6 days,0.0,Kepler-26,Transit,,,18h59m45.84s,284.940997,+46d33m59.5s,3914.0,0.54,0.51
2611,2611,Kepler-262 b,2036.0,2.42 Earths,14.224,2014,Super Earth,1.36 x Earth,0.108 AU,13.1 days,0.0,Kepler-260,Transit,,,19h27m42.23s,291.925972,+38d00m50.8s,5250.0,,0.86
2612,2612,Kepler-262 c,2036.0,3.33 Earths,14.224,2014,Super Earth,1.64 x Earth,0.152 AU,21.9 days,0.0,Kepler-260,Transit,,,19h27m42.23s,291.925972,+38d00m50.8s,5250.0,,0.86
2613,2613,Kepler-263 b,2515.0,7.61 Earths,15.417,2014,Neptune-like,0.238 x Jupiter,0.12 AU,16.6 days,0.0,Kepler-261,Transit,,,19h25m27.55s,291.364773,+37d36m33.1s,5098.0,,0.79
2614,2614,Kepler-263 c,2515.0,6.66 Earths,15.417,2014,Neptune-like,0.22 x Jupiter,0.242 AU,47.3 days,0.0,Kepler-261,Transit,,,19h25m27.55s,291.364773,+37d36m33.1s,5098.0,,0.79
2615,2615,Kepler-264 b,3158.0,11.1 Earths,13.013,2014,Neptune-like,0.297 x Jupiter,0.249 AU,40.8 days,0.0,Kepler-262,Transit,,,19h22m54.88s,290.728675,+37d15m09.5s,5841.0,,0.88
2616,2616,Kepler-264 c,3158.0,8.4 Earths,13.013,2014,Neptune-like,0.252 x Jupiter,0.566 AU,140.1 days,0.0,Kepler-262,Transit,,,19h22m54.88s,290.728675,+37d15m09.5s,5841.0,,0.88
2617,2617,Kepler-265 b,4333.0,4.12 Earths,15.352,2014,Super Earth,1.86 x Earth,0.069 AU,6.8 days,0.0,Kepler-263,Transit,,,19h29m52.74s,292.469762,+37d34m04.1s,5265.0,,0.79
2618,2618,Kepler-265 c,4333.0,7.41 Earths,15.352,2014,Neptune-like,0.235 x Jupiter,0.127 AU,17 days,0.0,Kepler-263,Transit,,,19h29m52.74s,292.469762,+37d34m04.1s,5265.0,,0.79
2619,2619,Kepler-265 d,4333.0,6.76 Earths,15.352,2014,Neptune-like,0.222 x Jupiter,0.236 AU,43.1 days,0.0,Kepler-264,Transit,,,19h28m10.71s,292.044615,+37d22m34.5s,6158.0,,1.55
2620,2620,Kepler-265 e,4333.0,7.22 Earths,15.352,2014,Neptune-like,0.231 x Jupiter,0.319 AU,67.8 days,0.0,Kepler-264,Transit,,,19h28m10.71s,292.044615,+37d22m34.5s,6158.0,,1.55
2621,2621,Kepler-266 b,4649.0,6.71 Earths,15.577,2014,Neptune-like,0.221 x Jupiter,0.071 AU,6.6 days,0.0,Kepler-265,Transit,,,19h22m02.51s,290.510478,+41d14m41.4s,5835.0,,1.1
2622,2622,Kepler-266 c,4649.0,14.4 Earths,15.577,2014,Neptune-like,0.347 x Jupiter,0.457 AU,107.7 days,0.0,Kepler-265,Transit,,,19h22m02.51s,290.510478,+41d14m41.4s,5835.0,,1.1
2623,2623,Kepler-267 b,871.0,37.9 Earths,15.469,2014,Super Earth,1.98 x Earth,0.037 AU,3.4 days,0.0,Kepler-265,Transit,,,19h22m02.51s,290.510478,+41d14m41.4s,5835.0,,1.1
2624,2624,Kepler-267 c,871.0,5.18 Earths,15.469,2014,Neptune-like,2.13 x Earth,0.06 AU,6.9 days,0.0,Kepler-265,Transit,,,19h22m02.51s,290.510478,+41d14m41.4s,5835.0,,1.1
2625,2625,Kepler-267 d,871.0,5.77 Earths,15.469,2014,Neptune-like,0.203 x Jupiter,0.154 AU,28.5 days,0.0,Kepler-266,Transit,,,19h37m56.25s,294.484378,+44d10m00.9s,5885.0,,1.03
2626,2626,Kepler-268 b,2848.0,7.04 Earths,13.668,2014,Neptune-like,0.227 x Jupiter,0.18 AU,25.9 days,0.0,Kepler-266,Transit,,,19h37m56.25s,294.484378,+44d10m00.9s,5885.0,,1.03
2627,2627,Kepler-268 c,2848.0,11.4 Earths,13.668,2014,Neptune-like,0.302 x Jupiter,0.391 AU,83.4 days,0.0,Kepler-267,Transit,,,19h59m19.29s,299.830387,+47d09m26.9s,4258.0,,0.56
2628,2628,Kepler-269 b,7890.0,6.66 Earths,15.735,2014,Neptune-like,0.22 x Jupiter,0.061 AU,5.3 days,0.0,Kepler-267,Transit,,,19h59m19.29s,299.830387,+47d09m26.9s,4258.0,,0.56
2629,2629,Kepler-269 c,7890.0,3.5 Earths,15.735,2014,Super Earth,1.69 x Earth,0.081 AU,8.1 days,0.0,Kepler-267,Transit,,,19h59m19.29s,299.830387,+47d09m26.9s,4258.0,,0.56
2630,2630,Kepler-26 b,1104.0,5.12 Earths,15.409,2011,Neptune-like,0.248 x Jupiter,0.08551 AU,12.3 days,0.0,Kepler-268,Transit,,,19h27m54.28s,291.976175,+38d03m18.3s,6081.0,,1.27
2631,2631,Kepler-26 c,1104.0,6.2 Earths,15.409,2011,Neptune-like,0.243 x Jupiter,0.10725 AU,17.3 days,0.0,Kepler-268,Transit,,,19h27m54.28s,291.976175,+38d03m18.3s,6081.0,,1.27
2632,2632,Kepler-26 d,1104.0,1.24 Earths,15.409,2014,Super Earth,1.07 x Earth,0.039 AU,3.5 days,0.0,Kepler-269,Transit,,,19h20m51.64s,290.215171,+41d46m33.5s,5847.0,,0.96
2633,2633,Kepler-26 e,1104.0,6.39 Earths,15.409,2014,Neptune-like,0.215 x Jupiter,0.22 AU,46.8 days,0.0,Kepler-269,Transit,,,19h20m51.64s,290.215171,+41d46m33.5s,5847.0,,0.96
2634,2634,Kepler-270 b,3182.0,4.7 Earths,13.859,2014,Super Earth,2.01 x Earth,0.107 AU,11.5 days,0.0,Kepler-27,Transit,,,19h28m56.82s,292.236769,+41d05m09.2s,5400.0,0.65,0.59
2635,2635,Kepler-270 c,3182.0,3.78 Earths,13.859,2014,Super Earth,1.77 x Earth,0.18 AU,25.3 days,0.0,Kepler-27,Transit,,,19h28m56.82s,292.236769,+41d05m09.2s,5400.0,0.65,0.59
2636,2636,Kepler-271 b,1364.0,2.04 Earths,13.428,2014,Super Earth,1.23 x Earth,0.056 AU,10.4 days,0.0,Kepler-270,Transit,,,18h48m48.02s,282.2001,+44d25m20.3s,6067.0,,1.46
2637,2637,Kepler-271 c,1364.0,0.809 Earths,13.428,2014,Terrestrial,0.95 x Earth,0.071 AU,7.4 days,0.0,Kepler-270,Transit,,,18h48m48.02s,282.2001,+44d25m20.3s,6067.0,,1.46
2638,2638,Kepler-271 d,1364.0,0.219 Earths,13.428,2016,Terrestrial,0.66 x Earth,Unknown,5.2 days,0.0,Kepler-271,Transit,,,18h52m00.72s,283.00298,+44d17m03.2s,5555.0,0.9,0.87
2639,2639,Kepler-272 b,2978.0,0.245 Jupiters,14.659,2014,Super Earth,1.43 x Earth,0.038 AU,3 days,0.0,Kepler-271,Transit,,,18h52m00.72s,283.00298,+44d17m03.2s,5555.0,0.9,0.87
2640,2640,Kepler-272 c,2978.0,0.308 Jupiters,14.659,2014,Super Earth,1.79 x Earth,0.061 AU,6.1 days,0.0,Kepler-271,Transit,,,18h52m00.72s,283.00298,+44d17m03.2s,5555.0,0.9,0.87
2641,2641,Kepler-272 d,2978.0,5.69 Earths,14.659,2014,Neptune-like,0.201 x Jupiter,0.091 AU,10.9 days,0.0,Kepler-272,Transit,,,19h56m30.61s,299.127524,+47d35m37.8s,5297.0,,0.93
2642,2642,Kepler-273 b,2378.0,2.86 Earths,14.968,2014,Super Earth,1.5 x Earth,0.037 AU,2.9 days,0.0,Kepler-272,Transit,,,19h56m30.61s,299.127524,+47d35m37.8s,5297.0,,0.93
2643,2643,Kepler-273 c,2378.0,4.58 Earths,14.968,2014,Super Earth,1.98 x Earth,0.073 AU,8 days,0.0,Kepler-272,Transit,,,19h56m30.61s,299.127524,+47d35m37.8s,5297.0,,0.93
2644,2644,Kepler-274 b,4520.0,2.99 Earths,15.032,2014,Super Earth,1.54 x Earth,0.101 AU,11.6 days,0.0,Kepler-273,Transit,,,19h25m12.53s,291.302209,+47d41m51.9s,5626.0,,0.81
2645,2645,Kepler-274 c,4520.0,4.04 Earths,15.032,2014,Super Earth,1.84 x Earth,0.204 AU,33.2 days,0.0,Kepler-273,Transit,,,19h25m12.53s,291.302209,+47d41m51.9s,5626.0,,0.81
2646,2646,Kepler-275 b,7030.0,6.08 Earths,15.287,2014,Neptune-like,0.209 x Jupiter,0.098 AU,10.3 days,0.0,Kepler-274,Transit,,,19h31m41.47s,292.922774,+38d28m38.2s,6023.0,,1.01
2647,2647,Kepler-275 c,7030.0,11.4 Earths,15.287,2014,Neptune-like,0.302 x Jupiter,0.132 AU,16.1 days,0.0,Kepler-274,Transit,,,19h31m41.47s,292.922774,+38d28m38.2s,6023.0,,1.01
2648,2648,Kepler-275 d,7030.0,11.1 Earths,15.287,2014,Neptune-like,0.297 x Jupiter,0.224 AU,35.7 days,0.0,Kepler-275,Transit,,,19h29m55.13s,292.479713,+38d30m53.7s,6165.0,,1.38
2649,2649,Kepler-276 b,3855.0,8.6 Earths,15.365,2014,Neptune-like,0.256 x Jupiter,0.119 AU,14.1 days,0.0,Kepler-275,Transit,,,19h29m55.13s,292.479713,+38d30m53.7s,6165.0,,1.38
2650,2650,Kepler-276 c,3855.0,16.6 Earths,15.365,2013,Super Earth,0.259 x Jupiter,Unknown,31.9 days,0.0,Kepler-275,Transit,,,19h29m55.13s,292.479713,+38d30m53.7s,6165.0,,1.38
2651,2651,Kepler-276 d,3855.0,16.3 Earths,15.365,2013,Super Earth,0.25 x Jupiter,Unknown,48.6 days,0.0,Kepler-276,Transit,,,19h34m16.36s,293.56815,+39d02m10.8s,6105.0,,1.05
2652,2652,Kepler-277 b,3278.0,0.275 Jupiters,13.388,2013,Gas Giant,0.261 x Jupiter,Unknown,17.3 days,0.0,Kepler-276,Transit,,,19h34m16.36s,293.56815,+39d02m10.8s,6105.0,,1.05
2653,2653,Kepler-277 c,3278.0,0.202 Jupiters,13.388,2013,Gas Giant,0.3 x Jupiter,Unknown,33 days,0.0,Kepler-276,Transit,,,19h34m16.36s,293.56815,+39d02m10.8s,6105.0,,1.05
2654,2654,Kepler-278 b,1463.0,15.6 Earths,11.53,2014,Neptune-like,0.363 x Jupiter,0.207 AU,30.2 days,0.04,Kepler-277,Transit,,,19h06m19.96s,286.583175,+39d04m38.0s,5946.0,,1.65
2655,2655,Kepler-278 c,1463.0,12.6 Earths,11.53,2014,Neptune-like,0.32 x Jupiter,0.294 AU,51.1 days,0.51,Kepler-277,Transit,,,19h06m19.96s,286.583175,+39d04m38.0s,5946.0,,1.65
2656,2656,Kepler-279 b,3488.0,12.8 Earths,13.585,2014,Neptune-like,0.323 x Jupiter,0.112 AU,12.3 days,0.0,Kepler-278,Transit,,,19h20m25.73s,290.107193,+38d42m08.0s,4991.0,,2.94
2657,2657,Kepler-279 c,3488.0,0.155 Jupiters,13.585,2013,Gas Giant,0.384 x Jupiter,Unknown,35.7 days,0.0,Kepler-278,Transit,,,19h20m25.73s,290.107193,+38d42m08.0s,4991.0,,2.94
2658,2658,Kepler-279 d,3488.0,37.5 Earths,13.585,2013,Neptune-like,0.277 x Jupiter,Unknown,54.4 days,0.0,Kepler-279,Transit,,,19h09m33.89s,287.391224,+42d11m41.4s,6363.0,,1.75
2659,2659,Kepler-27 b,3507.0,9.11 Jupiters,15.816,2011,Gas Giant,0.357 x Jupiter,0.118 AU,15.3 days,0.0,Kepler-279,Transit,,,19h09m33.89s,287.391224,+42d11m41.4s,6363.0,,1.75
2660,2660,Kepler-27 c,3507.0,13.8 Jupiters,15.816,2011,Gas Giant,0.437 x Jupiter,0.191 AU,31.3 days,0.0,Kepler-279,Transit,,,19h09m33.89s,287.391224,+42d11m41.4s,6363.0,,1.75
